cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id,question_id,createddate
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,5/16/2016,5/19/2016,YouGov,B,992,lv,0.0004481,44,39,,43.55146,39.38198,,44113,66000,5/23/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/20/2016,4/24/2016,Suffolk University,B+,1000,lv,0.0004455,50,39,,48.62165,40.29755,,42737,65479,5/5/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,5/15/2016,5/15/2016,Opinion Savvy/InsiderAdvantage,C-,587,lv,0.0004438,41,44,,39.72923,44.17112,,44080,65954,5/18/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/18/2016,9/20/2016,The Times-Picayune/Lucid,,1353,lv,0.0004409,42,41,7,44.20292,45.0645,2.896194,46221,72280,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/20/2016,9/22/2016,The Times-Picayune/Lucid,,1182,lv,0.0004407,42,38,8,44.15172,41.99142,3.981357,46223,72282,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/25/2016,8/31/2016,CVOTER International,C+,1173,lv,0.0004383,48.36,46.05,,46.79091,43.47635,,45270,69631,9/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/9/2016,9/15/2016,USC Dornsife/LA Times,,2497,lv,0.000436,41.04,47.41,,43.09945,45.07511,,45819,71550,9/16/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,7/29/2016,8/18/2016,Ipsos,A-,358,lv,0.0004346,49.73,36.71,,49.62367,38.64545,,44945,68978,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,3/17/2016,3/20/2016,Monmouth University,A+,848,rv,0.0004343,42,34,11,42.99944,39.11485,5.482664,36648,66160,6/3/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,California,8/19/2016,8/25/2016,Ipsos,A-,518,lv,0.0004289,60.74,25.03,,60.59308,26.37442,,45001,69054,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/31/2016,9/6/2016,Google Consumer Surveys,B,837,lv,0.0004214,29.08,35.47,9.51,36.42473,43.9558,5.4293,45474,70792,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/7/2016,8/11/2016,Ipsos,A-,1115,lv,0.0004201,40.5,35.3,7.2,42.26836,38.9705,4.320974,44841,68708,8/12/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Mississippi,8/10/2016,8/16/2016,Google Consumer Surveys,B,268,lv,0.0004192,17.52,52.99,7.26,24.32125,61.57143,3.251757,45615,71000,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/17/2016,9/19/2016,The Times-Picayune/Lucid,,1376,lv,0.0004187,42,40,7,44.22181,44.11,2.851453,46220,72279,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New York,8/31/2016,9/6/2016,Google Consumer Surveys,B,1033,lv,0.0004143,37.34,28.83,7.16,44.71541,37.35833,3.079299,45473,70791,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/24/2016,8/30/2016,Google Consumer Surveys,B,22189,lv,0.0004122,35.95,32.68,8.69,43.26278,41.42306,4.582229,45249,69566,8/31/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Texas,2/21/2016,2/22/2016,SurveyUSA,A,1289,lv,0.0004096,44,47,,40.37258,45.78281,,36436,66118,6/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Nevada,8/10/2016,8/16/2016,Google Consumer Surveys,B,282,lv,0.0004093,31.76,35.73,12.84,38.88334,44.91833,8.831757,45623,71008,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/24/2016,8/30/2016,CVOTER International,C+,1162,lv,0.000408,48.94,46.11,,47.3503,43.56381,,45265,69610,9/1/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/8/2016,9/14/2016,USC Dornsife/LA Times,,2499,lv,0.0004076,41.34,47.22,,43.40027,44.92128,,45802,71502,9/15/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,3/7/2016,3/11/2016,Merrill Poll,B,701,lv,0.0004065,38,38,,37.42654,40.11317,,36621,50280,3/18/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,8/5/2016,8/18/2016,Ipsos,A-,522,lv,0.0004064,41.99,46.04,,41.18242,46.8964,,44948,68981,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/19/2016,8/25/2016,Ipsos,A-,334,lv,0.0004035,49.83,43.29,,49.34968,44.22292,,45029,69082,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Texas,8/31/2016,9/6/2016,Google Consumer Surveys,B,1170,lv,0.0004033,30.5,39.55,9.18,37.78175,47.9485,5.0993,45482,70800,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New York,4/6/2016,4/7/2016,Emerson College,B,864,lv,0.0004033,54,36,,52.47353,35.68601,,36703,50555,4/8/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/2/2016,7/4/2016,YouGov,B,1004,rv,0.0004028,42,37,4,45.79867,41.82733,1.73803,44511,67754,7/6/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,7/29/2016,8/18/2016,Ipsos,A-,375,lv,0.0004002,41.02,47.01,,40.71889,48.55828,,44954,68987,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/13/2016,9/15/2016,The Times-Picayune/Lucid,,1704,lv,0.000392,43,36,8,45.32164,40.24635,3.726399,46216,72275,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,8/17/2016,8/23/2016,Google Consumer Surveys,B,414,lv,0.0003917,17.97,56.78,5.5,24.9109,65.29665,1.41178,45542,70927,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/16/2016,9/18/2016,The Times-Picayune/Lucid,,1378,lv,0.0003916,42,39,8,44.23667,43.15273,3.809138,46219,72278,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Illinois,8/31/2016,9/6/2016,Google Consumer Surveys,B,1185,lv,0.0003901,34.91,29.27,9.22,42.23181,37.72403,5.1393,45453,70771,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/15/2016,9/17/2016,The Times-Picayune/Lucid,,1468,lv,0.0003894,42,38,8,44.26649,42.17459,3.775321,46218,72277,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/13/2016,USC Dornsife/LA Times,,2550,lv,0.0003884,41.99,46.68,,44.0591,44.42408,,45735,71412,9/14/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/19/2016,8/25/2016,Ipsos,A-,392,lv,0.0003883,47.24,40.69,,46.65459,41.5742,,45026,69079,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,8/24/2016,8/30/2016,Google Consumer Surveys,B,524,lv,0.0003882,38.29,24.77,9.46,45.70504,33.66872,5.35223,45512,70830,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/23/2016,8/29/2016,CVOTER International,C+,1173,lv,0.0003871,49.74,47.03,,48.137,44.52285,,45241,69550,8/31/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,8/17/2016,8/23/2016,Google Consumer Surveys,B,529,lv,0.000387,25.93,46.25,7.62,33.09179,55.14358,3.53178,45582,70967,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/5/2016,8/18/2016,Ipsos,A-,512,lv,0.0003856,37.83,36.52,,37.26133,37.89479,,44982,69015,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Massachusetts,8/17/2016,8/23/2016,Google Consumer Surveys,B,509,lv,0.0003855,50.66,22,7.53,58.3142,31.73383,3.441781,45559,70944,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/14/2016,9/16/2016,The Times-Picayune/Lucid,,1557,lv,0.000385,42,36,8,44.2997,40.1957,3.752023,46217,72276,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/12/2016,8/25/2016,Ipsos,A-,362,lv,0.0003816,43.18,46.01,,42.47942,46.93813,,44999,69052,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,8/17/2016,8/23/2016,Google Consumer Surveys,B,439,lv,0.0003809,44.15,25.86,8.62,51.29211,34.72001,4.53178,45560,70945,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,3/28/2016,3/30/2016,Gravis Marketing,B-,1480,rv,0.0003802,49,41,10,49.9925,44.21893,5.543397,42178,66123,6/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/6/2016,9/12/2016,USC Dornsife/LA Times,,2665,lv,0.0003789,42.76,45.83,,44.82988,43.61623,,45718,71353,9/13/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/19/2016,8/25/2016,Ipsos,A-,666,lv,0.0003788,49.05,41.88,,49.19183,43.48103,,45004,69057,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/6/2016,8/10/2016,Ipsos,A-,1101,lv,0.0003776,39.9,35.2,7.3,41.67566,38.86855,4.441908,44842,68709,8/12/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/11/2016,8/14/2016,Morning Consult,,2001,rv,0.0003775,39,33,9,43.62259,40.1422,3.321857,44849,68736,8/14/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/24/2016,8/30/2016,Google Consumer Surveys,B,771,lv,0.000377,33.74,37.33,9.6,40.88955,45.8246,5.49223,45517,70902,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/24/2016,8/30/2016,Google Consumer Surveys,B,578,lv,0.0003742,38.52,29.96,10.23,45.75799,38.58923,6.122229,45535,70920,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/2/2016,6/5/2016,Zogby Interactive/JZ Analytics,C-,837,lv,0.0003678,40,34,6,42.65133,39.97883,3.639219,44362,67245,6/18/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,8/24/2016,8/30/2016,Google Consumer Surveys,B,549,lv,0.0003674,38.94,23.91,11.48,46.38531,32.8548,7.372229,45495,70813,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/8/2016,9/10/2016,The Times-Picayune/Lucid,,2317,lv,0.000367,43,37,7,45.40334,41.46784,2.552163,46211,72270,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,4/25/2016,4/27/2016,Associated Industries of Florida,,604,lv,0.0003658,49,36,,48.83952,39.03127,,44009,65262,5/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/12/2016,8/18/2016,Ipsos,A-,1216,lv,0.0003646,48.52,41.41,,48.62759,43.29209,,44947,68980,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/9/2016,9/11/2016,The Times-Picayune/Lucid,,2121,lv,0.0003643,43,37,7,45.39314,41.41626,2.585665,46212,72271,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/5/2016,8/9/2016,Ipsos,A-,1168,lv,0.000364,41.5,33.4,7.7,43.27223,37.06727,4.869503,44843,68710,8/12/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/31/2016,9/6/2016,Google Consumer Surveys,B,1195,lv,0.0003614,31.35,39.97,8.32,38.67821,48.4329,4.239299,45448,70766,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/12/2016,8/25/2016,Ipsos,A-,407,lv,0.0003601,48.12,44.26,,47.53289,45.15357,,45025,69078,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/28/2016,5/1/2016,CNN/Opinion Research Corp.,A-,890,rv,0.000356,54,41,,53.45911,41.61384,,44013,65307,5/4/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/22/2016,8/28/2016,CVOTER International,C+,1145,lv,0.0003554,49.87,46.78,,48.25919,44.31602,,45147,70599,9/6/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/24/2016,8/30/2016,Google Consumer Surveys,B,737,lv,0.0003553,37.83,29.03,7.69,45.20694,37.87072,3.58223,45521,70906,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,8/17/2016,8/23/2016,Google Consumer Surveys,B,636,lv,0.0003531,27.58,44.61,8.54,34.55915,53.19192,4.45178,45550,70935,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Oklahoma,8/10/2016,8/16/2016,Google Consumer Surveys,B,240,lv,0.0003513,27.28,39.25,12.88,34.31111,48.26456,8.871757,45626,71011,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/12/2016,9/14/2016,The Times-Picayune/Lucid,,1627,lv,0.000348,44,36,7,46.34033,40.28443,2.692098,46215,72274,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/24/2016,8/30/2016,Google Consumer Surveys,B,533,lv,0.0003466,37.2,32.28,8.7,44.56224,41.09836,4.592229,45493,70811,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,8/17/2016,8/23/2016,Google Consumer Surveys,B,363,lv,0.0003464,37.86,25.34,8.79,45.23698,34.60079,4.70178,45577,70962,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,4/10/2016,4/15/2016,Elon University,B+,621,rv,0.0003452,45,39,,44.8715,42.8399,,42209,62649,4/22/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/5/2016,9/11/2016,USC Dornsife/LA Times,,2596,lv,0.0003447,44.43,44.15,,46.50653,41.97395,,45703,71303,9/12/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,8/24/2016,8/30/2016,Google Consumer Surveys,B,584,lv,0.0003435,37.17,32.83,8.19,44.41765,41.47394,4.082229,45513,70831,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Montana,8/10/2016,8/16/2016,Google Consumer Surveys,B,107,lv,0.0003405,30.27,33.17,8,37.52967,42.61524,3.991756,45616,71001,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Arkansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,151,lv,0.0003387,23.56,40.99,9.77,30.62361,50.0658,5.761757,45593,70978,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/24/2016,8/30/2016,Google Consumer Surveys,B,578,lv,0.0003382,34.69,30.08,9.75,42.02412,38.85555,5.64223,45511,70829,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/21/2016,8/27/2016,CVOTER International,C+,1157,lv,0.0003372,49.91,46.9,,48.28868,44.48415,,45042,69096,8/29/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,7/29/2016,8/18/2016,Ipsos,A-,444,lv,0.0003367,43.38,39.05,,42.87785,40.57488,,44973,69006,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/10/2016,9/12/2016,The Times-Picayune/Lucid,,1797,lv,0.0003332,44,36,7,46.37453,40.36368,2.624051,46213,72272,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/12/2016,8/25/2016,Ipsos,A-,542,lv,0.0003317,43.25,43.78,,42.25899,44.39812,,45016,69069,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Maine,3/4/2016,3/10/2016,Critical Insights,C,610,lv,0.0003312,43,34,,41.50882,35.71572,,44176,66113,6/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/20/2016,8/26/2016,CVOTER International,C+,1211,lv,0.0003303,48.48,48.62,,46.85165,46.24924,,45043,69097,8/29/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/4/2016,8/8/2016,Ipsos,A-,1154,lv,0.0003265,40.5,34.3,7.7,42.2808,37.95427,4.90039,44802,68603,8/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,California,8/31/2016,9/6/2016,Google Consumer Surveys,B,1457,lv,0.0003253,43.85,27.51,7.93,51.22918,36.04355,3.849299,45444,70762,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Indiana,8/24/2016,8/30/2016,Google Consumer Surveys,B,598,lv,0.0003244,34.59,30.45,8.61,41.81161,39.05429,4.502229,45504,70822,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,5/5/2016,5/5/2016,Landmark Communications,B,570,lv,0.0003241,41,42,,39.15262,42.33937,,44035,65700,5/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/11/2016,9/13/2016,The Times-Picayune/Lucid,,1612,lv,0.0003212,44,36,8,46.36137,40.31518,3.660282,46214,72273,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New Mexico,8/10/2016,8/16/2016,Google Consumer Surveys,B,181,lv,0.0003191,37.35,25.97,20.47,44.54527,35.29389,16.46176,45622,71007,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/4/2016,9/10/2016,USC Dornsife/LA Times,,2565,lv,0.0003183,44.99,43.62,,47.07818,41.48075,,45690,71261,9/11/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,8/17/2016,8/23/2016,Google Consumer Surveys,B,308,lv,0.0003174,40.4,33.02,6.33,47.74859,42.23233,2.24178,45552,70937,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/24/2016,8/30/2016,Google Consumer Surveys,B,882,lv,0.0003166,36.18,35.21,8.12,43.40091,43.81322,4.012229,45528,70913,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,7/29/2016,8/18/2016,Ipsos,A-,475,lv,0.0003151,52.87,29.37,,52.63343,30.95702,,44957,68990,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,8/10/2016,8/16/2016,Google Consumer Surveys,B,280,lv,0.0003111,27.03,46.2,7.4,33.92767,54.96311,3.391757,45608,70993,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/9/2016,8/10/2016,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0003083,43,40,8,45.5587,43.86389,4.684141,44824,68671,8/11/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,5/9/2016,5/17/2016,Roanoke College,C+,610,lv,0.0003063,38,38,,37.19921,40.34787,,44117,66006,5/23/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/5/2016,8/18/2016,Ipsos,A-,765,lv,0.0003028,46.14,32.85,,46.2966,34.93139,,44967,69000,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Nebraska,8/10/2016,8/16/2016,Google Consumer Surveys,B,180,lv,0.0003026,32.71,30.16,8.92,39.87784,39.4322,4.911757,45619,71004,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/19/2016,8/25/2016,CVOTER International,C+,1183,lv,0.0003009,48.95,48.33,,47.30807,45.99449,,45044,69098,8/29/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/24/2016,6/27/2016,YouGov,B,1069,rv,0.0002991,40,35,8,43.68792,39.85982,5.729704,44455,67508,6/29/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/9/2016,The Times-Picayune/Lucid,,2043,lv,0.0002989,43,38,8,45.41873,42.51429,3.523018,46210,72269,9/28/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/3/2016,9/9/2016,USC Dornsife/LA Times,,2566,lv,0.0002978,44.83,43.82,,46.92316,41.71735,,45688,71257,9/10/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/2/2016,9/8/2016,USC Dornsife/LA Times,,2653,lv,0.000288,44.46,44.33,,46.54821,42.26228,,45437,70749,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/3/2016,8/7/2016,Ipsos,A-,1119,lv,0.0002874,40.8,33.4,8.7,42.5845,37.03592,5.927039,44803,68604,8/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Washington,8/17/2016,8/23/2016,Google Consumer Surveys,B,578,lv,0.0002828,43.11,24.38,9.69,50.51453,33.6878,5.60178,45587,70972,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/18/2016,8/24/2016,CVOTER International,C+,1187,lv,0.0002808,47.73,48.52,,46.07576,46.2167,,44993,69029,8/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/2/2016,8/6/2016,Ipsos,A-,1175,lv,0.0002743,41.2,35.5,7.7,42.98795,39.11272,4.953939,44804,68605,8/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/24/2016,8/30/2016,Google Consumer Surveys,B,653,lv,0.0002698,39.85,27.23,9.12,47.24967,36.10532,5.012229,45538,70923,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,8/10/2016,8/16/2016,Google Consumer Surveys,B,407,lv,0.0002687,33.42,34.87,7.65,40.49141,43.96048,3.641757,45607,70992,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/24/2016,8/30/2016,Google Consumer Surveys,B,837,lv,0.0002686,28.93,34.5,9.55,36.23887,43.23712,5.44223,45525,70910,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/1/2016,9/7/2016,USC Dornsife/LA Times,,2632,lv,0.0002673,44.5,43.44,,46.57815,41.40391,,45424,70731,9/8/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,New York,8/24/2016,8/30/2016,Google Consumer Surveys,B,1038,lv,0.0002661,41.64,29.9,6.98,48.97906,38.68308,2.87223,45524,70909,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/22/2016,4/28/2016,IBD/TIPP,A-,814,rv,0.000266,47,40,,48.86135,42.88692,,44007,65250,5/2/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Kansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,244,lv,0.0002648,34.98,30.11,12.32,42.17073,39.42533,8.311756,45606,70991,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/5/2016,8/18/2016,Ipsos,A-,438,lv,0.0002647,39,47.03,,38.26017,48.20288,,44941,68974,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/23/2016,CVOTER International,C+,1196,lv,0.0002622,47.59,48.29,,45.93541,46.02304,,44987,69021,8/25/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/22/2016,7/26/2016,Ipsos,A-,2332,lv,0.00026,37.6,38.4,5.8,39.8437,41.7544,3.186201,44686,68273,7/26/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/23/2016,Google Consumer Surveys,B,22234,lv,0.0002553,35.34,33.27,8.74,42.56213,42.26654,4.65178,45248,69565,8/31/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/5/2016,8/18/2016,Ipsos,A-,643,lv,0.0002547,45.18,39.02,,44.48058,40.13124,,44979,69012,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/1/2016,8/5/2016,Ipsos,A-,1196,lv,0.0002543,39.8,36.8,7.4,41.58818,40.389,4.683259,44805,68606,8/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/24/2016,8/30/2016,Google Consumer Surveys,B,1360,lv,0.0002537,30.85,39.89,8.44,38.14261,48.60237,4.332229,45498,70816,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,South Carolina,8/10/2016,8/16/2016,Google Consumer Surveys,B,408,lv,0.000253,30.09,39.17,7.42,36.98521,47.92847,3.411757,45630,71015,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,8/10/2016,8/16/2016,Google Consumer Surveys,B,301,lv,0.0002511,41.81,26.61,9.18,49.09272,36.09867,5.171757,45597,70982,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/31/2016,9/6/2016,USC Dornsife/LA Times,,2640,lv,0.0002509,44.13,43.76,,46.20241,41.74771,,45405,70697,9/7/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Florida,3/2/2016,3/6/2016,CNN/Opinion Research Corp.,A-,854,rv,0.0002489,50,43,,48.82555,43.68821,,36569,65659,5/5/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,8/17/2016,8/23/2016,Google Consumer Surveys,B,524,lv,0.0002484,36.85,24.96,9.04,44.17021,34.12391,4.95178,45563,70948,9/9/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/23/2016,7/27/2016,Ipsos,A-,2062,lv,0.000247,39,36.9,5.9,41.19716,40.2618,3.279756,44710,68344,7/30/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/16/2016,8/22/2016,CVOTER International,C+,1214,lv,0.0002457,48.35,47.48,,46.70317,45.26176,,44932,68952,8/24/16
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/1/16,Texas,8/24/2016,8/30/2016,Google Consumer Surveys,B,1120,lv,0.0002456,34.09,37.44,7.83,41.33689,46.08278,3.722229,45533,70918,9/9/16
